subfolder,rank,word,count,total_files,total_words,estimated_cost
tech-meetings,1,לא,460,7,17862,1.2013
tech-meetings,2,אז,319,7,17862,1.2013
tech-meetings,3,כן,232,7,17862,1.2013
tech-meetings,4,אוקיי,203,7,17862,1.2013
tech-meetings,5,יש,177,7,17862,1.2013
tech-meetings,6,מה,161,7,17862,1.2013
tech-meetings,7,בסדר,121,7,17862,1.2013
tech-meetings,8,לי,120,7,17862,1.2013
tech-meetings,9,צריך,97,7,17862,1.2013
tech-meetings,10,לנו,90,7,17862,1.2013
tech-meetings,11,הזה,90,7,17862,1.2013
tech-meetings,12,יכול,86,7,17862,1.2013
tech-meetings,13,שם,85,7,17862,1.2013
tech-meetings,14,משהו,84,7,17862,1.2013
tech-meetings,15,לעשות,83,7,17862,1.2013
tech-meetings,16,טוב,80,7,17862,1.2013
tech-meetings,17,שזה,79,7,17862,1.2013
tech-meetings,18,עכשיו,71,7,17862,1.2013
tech-meetings,19,עוד,71,7,17862,1.2013
tech-meetings,20,יודע,71,7,17862,1.2013
tech-meetings,21,כאילו,67,7,17862,1.2013
tech-meetings,22,רוצה,65,7,17862,1.2013
tech-meetings,23,שאני,60,7,17862,1.2013
tech-meetings,24,איזה,57,7,17862,1.2013
tech-meetings,25,פה,55,7,17862,1.2013
tech-meetings,26,להיות,54,7,17862,1.2013
tech-meetings,27,אין,53,7,17862,1.2013
tech-meetings,28,לך,53,7,17862,1.2013
tech-meetings,29,אומר,51,7,17862,1.2013
tech-meetings,30,שהוא,51,7,17862,1.2013
tech-meetings,31,ואז,50,7,17862,1.2013
tech-meetings,32,נכון,49,7,17862,1.2013
tech-meetings,33,כבר,49,7,17862,1.2013
tech-meetings,34,אותו,49,7,17862,1.2013
tech-meetings,35,לו,48,7,17862,1.2013
tech-meetings,36,אחד,48,7,17862,1.2013
tech-meetings,37,כדי,46,7,17862,1.2013
tech-meetings,38,שיש,45,7,17862,1.2013
tech-meetings,39,איך,44,7,17862,1.2013
tech-meetings,40,אה,43,7,17862,1.2013
tech-meetings,41,קצת,42,7,17862,1.2013
tech-meetings,42,נראה,42,7,17862,1.2013
tech-meetings,43,אפשר,42,7,17862,1.2013
tech-meetings,44,היה,40,7,17862,1.2013
tech-meetings,45,כרגע,40,7,17862,1.2013
tech-meetings,46,פשוט,39,7,17862,1.2013
tech-meetings,47,בכל,39,7,17862,1.2013
tech-meetings,48,כמה,38,7,17862,1.2013
tech-meetings,49,שאנחנו,38,7,17862,1.2013
tech-meetings,50,בעצם,37,7,17862,1.2013
tech-meetings,51,עובד,37,7,17862,1.2013
tech-meetings,52,חושב,35,7,17862,1.2013
tech-meetings,53,צריכים,35,7,17862,1.2013
tech-meetings,54,עושה,35,7,17862,1.2013
tech-meetings,55,דבר,34,7,17862,1.2013
tech-meetings,56,שלא,34,7,17862,1.2013
tech-meetings,57,שאתה,33,7,17862,1.2013
tech-meetings,58,רואה,33,7,17862,1.2013
tech-meetings,59,אולי,32,7,17862,1.2013
tech-meetings,60,יהיה,32,7,17862,1.2013
tech-meetings,61,פעם,31,7,17862,1.2013
tech-meetings,62,עושים,30,7,17862,1.2013
tech-meetings,63,באמת,30,7,17862,1.2013
tech-meetings,64,בעיה,30,7,17862,1.2013
tech-meetings,65,עדיין,30,7,17862,1.2013
tech-meetings,66,כזה,30,7,17862,1.2013
tech-meetings,67,לראות,29,7,17862,1.2013
tech-meetings,68,למה,29,7,17862,1.2013
tech-meetings,69,שלנו,29,7,17862,1.2013
tech-meetings,70,דברים,29,7,17862,1.2013
tech-meetings,71,סבבה,29,7,17862,1.2013
tech-meetings,72,מי,28,7,17862,1.2013
tech-meetings,73,אותם,28,7,17862,1.2013
tech-meetings,74,זהו,28,7,17862,1.2013
tech-meetings,75,תודה,27,7,17862,1.2013
tech-meetings,76,שהם,26,7,17862,1.2013
tech-meetings,77,שלי,26,7,17862,1.2013
tech-meetings,78,מאוד,26,7,17862,1.2013
tech-meetings,79,אבי,25,7,17862,1.2013
tech-meetings,80,הכל,25,7,17862,1.2013
tech-meetings,81,די,25,7,17862,1.2013
tech-meetings,82,עשיתי,25,7,17862,1.2013
tech-meetings,83,אומרת,24,7,17862,1.2013
tech-meetings,84,לזה,24,7,17862,1.2013
tech-meetings,85,בדיוק,24,7,17862,1.2013
tech-meetings,86,לורן,24,7,17862,1.2013
tech-meetings,87,היום,23,7,17862,1.2013
tech-meetings,88,אסף,23,7,17862,1.2013
tech-meetings,89,מישהו,23,7,17862,1.2013
tech-meetings,90,וגם,23,7,17862,1.2013
tech-meetings,91,ואני,23,7,17862,1.2013
tech-meetings,92,אמור,22,7,17862,1.2013
tech-meetings,93,ממש,22,7,17862,1.2013
tech-meetings,94,לגבי,22,7,17862,1.2013
tech-meetings,95,כנראה,22,7,17862,1.2013
tech-meetings,96,מתי,21,7,17862,1.2013
tech-meetings,97,בוא,21,7,17862,1.2013
tech-meetings,98,אחר,20,7,17862,1.2013
tech-meetings,99,שוב,20,7,17862,1.2013
tech-meetings,100,וזה,20,7,17862,1.2013
